날짜,종가,시가,고가,저가,거래량,변동 %,일간수익률,누적수익률,연환산변동성,고점대비하락률
2010-10-06,1160.0,1159.8,1162.3,1154.8,,-0.07,-0.000689179875947632,-0.20285871357888796,0.1339423707233457,-0.25888065422949147
2010-10-07,1158.1,1161.6,1163.9,1151.4,,-0.16,-0.0016379310344828424,-0.20416437603078463,0.13416946233628724,-0.26009455660618463
2010-10-08,1165.2,1158.4,1167.7,1155.6,,0.61,0.00613073137034803,-0.199285321605276,0.13452639342634912,-0.2555583950932788
2010-10-11,1165.3,1165.3,1168.7,1162.0,,0.01,8.58221764503675e-05,-0.19921660252886042,0.13454524224808218,-0.2554945054945056
2010-10-12,1169.8,1164.3,1172.6,1155.7,,0.39,0.003861666523641949,-0.19612424409015783,0.13085046029908556,-0.25261947354970615
2010-10-13,1178.1,1171.3,1184.4,1171.3,,0.71,0.007095229953838267,-0.1904205607476619,0.13158538275456574,-0.2473166368515206
2010-10-14,1173.8,1177.8,1178.9,1166.7,,-0.36,-0.003649944826415341,-0.1933754810335332,0.1331422902505854,-0.25006388959877335
2010-10-15,1176.2,1177.5,1181.2,1167.1,,0.2,0.0020446413358323756,-0.19172622319955845,0.13285448997834404,-0.24853053922821366
2010-10-18,1184.7,1176.8,1185.5,1174.5,,0.72,0.007226662132290507,-0.18588510170423123,0.13388239896096232,-0.24309992333248143
2010-10-19,1165.9,1178.6,1178.6,1159.7,,-1.59,-0.015868996370389077,-0.19880428807036643,0.13980933082725458,-0.2551111679018655
2010-10-20,1178.2,1166.7,1182.9,1166.7,,1.05,0.010549789861909131,-0.19035184167124608,0.1429585406068482,-0.24725274725274726
2010-10-21,1180.3,1179.8,1189.4,1171.2,,0.18,0.0017823799015446173,-0.18890874106651834,0.14102568045223549,-0.24591106567850762
2010-10-22,1183.1,1180.5,1183.9,1179.0,,0.24,0.0023722782343471582,-0.18698460692688124,0.1359511671383977,-0.24412215691285466
2010-10-25,1185.6,1184.7,1196.1,1184.7,,0.21,0.0021130927225085916,-0.18526663001649102,0.11751193985256816,-0.24252491694352163
2010-10-26,1185.6,1184.9,1187.1,1177.7,,0.0,0.0,-0.18526663001649102,0.11475116643457138,-0.24252491694352163
2010-10-27,1182.5,1183.8,1183.8,1171.7,,-0.26,-0.0026147098515518774,-0.187396921385375,0.11517873120469975,-0.24450549450549453
2010-10-28,1183.8,1184.5,1189.5,1177.1,,0.11,0.0010993657505284915,-0.1865035733919721,0.1142430195881194,-0.24367492972144145
2010-10-29,1183.3,1183.9,1185.5,1179.7,,-0.04,-0.00042236864335187807,-0.18684716877405017,0.11324233322021243,-0.24399437771530796
2010-11-01,1184.4,1185.7,1195.8,1177.7,,0.09,0.000929603650807076,-0.18609125893347844,0.11286265929339218,-0.24329159212880136
2010-11-02,1193.6,1187.9,1195.9,1187.9,,0.78,0.007767646065518274,-0.1797691039032422,0.10911182393531585,-0.23741374904165613
2010-11-03,1198.0,1193.8,1198.3,1183.6,,0.37,0.003686327077748075,-0.1767454645409552,0.08598625949760394,-0.23460260669562993
2010-11-04,1221.1,1198.3,1221.2,1198.3,,1.93,0.01928213689482461,-0.16087135788894869,0.10521138902606109,-0.21984410937899324
2010-11-05,1225.8,1221.2,1227.1,1220.3,,0.38,0.0038489886168209253,-0.1576415612974148,0.10422546472424456,-0.2168412982366471
